Question,Correct
पृथ्वीनारयण शाहको प्रथम विवाह वि.स.१७९४ मंसिरमा कोसँग भएको थियो ?,इन्द्रकुमारी
सरकारी कार्यालय बिहान १० बजे देखि बेलुका ५ बजे सम्म खुल्ने चलन कसले चलाएका हुन् ?,Dev Shamsher
मूल्य अभिवृदी कर कहिले १० प्रतिसत बाट १३ प्रतिसत बनाइएको हो ?,2062 Baishak 2
अर्थशास्त्रमा लगानीको सिद्धान्त कुन अर्थशास्त्री संग सम्बन्धित छ ?,David Ricardo
राष्ट्रिय आयमा कृषि क्षेत्रको योगदान कति प्रतिसत रहेको छ ?,39.3 %
Which player holds the record of highest no. of goal in Worldcup?,Miroslav Klose
Muttiah Murali Dharan is related with which sport?,Cricket
१३औँ दक्षिण एसियाली खेलकुद को लोगो र मस्कट का डिजाइनर को हुन्?,भोलानाथ पौडेल
"""खोलौ बैंक खाता राष्ट्रिय अभियान"" को सुरुवात देखि भएको हो?",बि स  २०७६  बैशाख १
अमलेखगञ्जको पुरानो नाम के हो ?,भिक्षाखोरी
लिबियाली शासक कर्णेल गधपिको हत्या कहिले भएको थियो ?,20 October 2011
"राजा जनकको उपदेशले शान्ति, अहिंशा, समानता, सोतन्त्रता र ……… को सन्देश समाजलाई प्रदान गरेको छ।",एकता
